2019-03-28-00-00-00  次日数据更新
2019-03-28-00-00-12  房间人数为 7
2019-03-28-00-00-27  房间人数为 7
2019-03-28-00-00-42  房间人数为 7
2019-03-28-00-00-57  房间人数为 7
2019-03-28-00-01-12  房间人数为 7
2019-03-28-00-01-27  房间人数为 7
2019-03-28-00-01-42  房间人数为 7
2019-03-28-00-01-57  房间人数为 7
2019-03-28-00-02-12  房间人数为 7
2019-03-28-00-02-27  房间人数为 7
2019-03-28-00-02-42  房间人数为 7
2019-03-28-00-02-57  房间人数为 7
2019-03-28-00-03-12  房间人数为 7
2019-03-28-00-03-27  房间人数为 7
2019-03-28-00-03-42  房间人数为 7
2019-03-28-00-03-57  房间人数为 7
2019-03-28-00-04-12  房间人数为 7
2019-03-28-00-04-27  房间人数为 6
2019-03-28-00-04-42  房间人数为 6
2019-03-28-00-04-57  房间人数为 6
2019-03-28-00-05-12  房间人数为 6
2019-03-28-00-05-27  房间人数为 6
2019-03-28-00-05-38  灬墨若流云 换视角
2019-03-28-00-05-38  {"type":0,"barrage":"换视角","nick":"灬墨若流云","sid":"44717522","giftNum":0,"source":1,"optId":10}

2019-03-28-00-05-39  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"换视角","addTime":"2019-03-28 00:05:39","control":0,"nick":"灬墨若流云","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-03-28-00-05-42  房间人数为 6
2019-03-28-00-05-57  房间人数为 6
2019-03-28-00-06-12  房间人数为 6
2019-03-28-00-06-27  房间人数为 6
2019-03-28-00-06-42  房间人数为 6
2019-03-28-00-06-57  房间人数为 6
2019-03-28-00-07-12  房间人数为 6
2019-03-28-00-07-27  房间人数为 6
2019-03-28-00-07-42  房间人数为 6
2019-03-28-00-07-57  房间人数为 6
2019-03-28-00-08-12  房间人数为 6
2019-03-28-00-08-27  房间人数为 5
2019-03-28-00-08-42  房间人数为 5
2019-03-28-00-08-57  房间人数为 5
2019-03-28-00-09-12  房间人数为 5
2019-03-28-00-09-27  房间人数为 5
2019-03-28-00-09-42  房间人数为 5
2019-03-28-00-09-57  房间人数为 5
2019-03-28-00-10-12  房间人数为 5
2019-03-28-00-10-27  房间人数为 6
2019-03-28-00-10-42  房间人数为 6
2019-03-28-00-10-57  房间人数为 6
2019-03-28-00-11-12  房间人数为 6
2019-03-28-00-11-27  房间人数为 6
2019-03-28-00-11-42  房间人数为 6
2019-03-28-00-11-57  房间人数为 6
2019-03-28-00-12-12  房间人数为 6
2019-03-28-00-12-27  房间人数为 7
2019-03-28-00-12-42  房间人数为 7
2019-03-28-00-12-57  房间人数为 7
2019-03-28-00-13-12  房间人数为 7
2019-03-28-00-13-27  房间人数为 8
2019-03-28-00-13-42  房间人数为 8
2019-03-28-00-13-57  房间人数为 8
2019-03-28-00-14-12  房间人数为 8
2019-03-28-00-14-27  房间人数为 8
2019-03-28-00-14-42  房间人数为 8
2019-03-28-00-14-57  房间人数为 8
2019-03-28-00-15-12  房间人数为 8
2019-03-28-00-15-27  房间人数为 8
2019-03-28-00-15-42  房间人数为 8
2019-03-28-00-15-57  房间人数为 8
2019-03-28-00-16-12  房间人数为 8
2019-03-28-00-16-27  房间人数为 8
2019-03-28-00-16-42  房间人数为 8
2019-03-28-00-16-57  房间人数为 8
2019-03-28-00-17-12  房间人数为 8
2019-03-28-00-17-27  房间人数为 8
2019-03-28-00-17-42  房间人数为 8
2019-03-28-00-17-57  房间人数为 8
2019-03-28-00-18-12  房间人数为 8
2019-03-28-00-18-27  房间人数为 8
2019-03-28-00-18-42  房间人数为 8
2019-03-28-00-18-57  房间人数为 8
2019-03-28-00-19-12  房间人数为 8
2019-03-28-00-19-27  房间人数为 8
2019-03-28-00-19-42  房间人数为 8
2019-03-28-00-19-57  房间人数为 8
2019-03-28-00-20-12  房间人数为 8
2019-03-28-00-20-27  房间人数为 8
2019-03-28-00-20-42  房间人数为 8
2019-03-28-00-20-57  房间人数为 8
2019-03-28-00-21-12  房间人数为 8
2019-03-28-00-21-27  房间人数为 8
2019-03-28-00-21-42  房间人数为 8
2019-03-28-00-21-57  房间人数为 8
2019-03-28-00-22-12  房间人数为 8
2019-03-28-00-22-27  房间人数为 8
2019-03-28-00-22-42  房间人数为 8
2019-03-28-00-22-57  房间人数为 8
2019-03-28-00-23-12  房间人数为 8
2019-03-28-00-23-27  房间人数为 8
2019-03-28-00-23-42  房间人数为 8
2019-03-28-00-23-57  房间人数为 8
2019-03-28-00-24-12  房间人数为 8
2019-03-28-00-24-27  房间人数为 8
2019-03-28-00-24-42  房间人数为 8
2019-03-28-00-24-57  房间人数为 8
2019-03-28-00-25-12  房间人数为 8
2019-03-28-00-25-27  房间人数为 8
2019-03-28-00-25-42  房间人数为 8
2019-03-28-00-25-57  房间人数为 8
2019-03-28-00-26-12  房间人数为 8
2019-03-28-00-26-27  房间人数为 8
2019-03-28-00-26-42  房间人数为 8
2019-03-28-00-26-57  房间人数为 8
2019-03-28-00-27-12  房间人数为 8
2019-03-28-00-27-27  房间人数为 8
2019-03-28-00-27-42  房间人数为 8
2019-03-28-00-27-57  房间人数为 8
2019-03-28-00-28-12  房间人数为 8
2019-03-28-00-28-27  房间人数为 8
2019-03-28-00-28-42  房间人数为 8
2019-03-28-00-28-57  房间人数为 8
2019-03-28-00-29-12  房间人数为 8
2019-03-28-00-29-27  房间人数为 8
2019-03-28-00-29-42  房间人数为 8
2019-03-28-00-29-57  房间人数为 8
2019-03-28-00-30-12  房间人数为 8
2019-03-28-00-30-27  房间人数为 7
2019-03-28-00-30-42  房间人数为 7
2019-03-28-00-30-57  房间人数为 7
2019-03-28-00-31-12  房间人数为 7
2019-03-28-00-31-27  房间人数为 7
2019-03-28-00-31-42  房间人数为 7
2019-03-28-00-31-48  李五火 画面2
2019-03-28-00-31-48  {"type":0,"barrage":"画面2","nick":"李五火","sid":"347357460","giftNum":0,"source":1,"optId":10}

2019-03-28-00-31-48  client接收到：{"state":true,"result":"200","data":{"type":0,"barrage":"画面2","addTime":"2019-03-28 00:31:48","control":0,"nick":"李五火","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"操作失败，余额不足"}

2019-03-28-00-31-48  
2019-03-28-00-31-49  喵哩喵哩点砍木 #用户余额不足
2019-03-28-00-31-56  更新cookie
2019-03-28-00-31-57  房间人数为 7
2019-03-28-00-32-12  房间人数为 7
2019-03-28-00-32-15  李五火 我的余额
2019-03-28-00-32-15  {"type":0,"barrage":"我的余额","nick":"李五火","sid":"347357460","giftNum":0,"source":1,"optId":10}

2019-03-28-00-32-15  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-03-28 00:32:15","control":0,"nick":"李五火","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-03-28-00-32-16  
2019-03-28-00-32-17  喵哩喵哩点砍木 #@李五火用户余额为0
2019-03-28-00-32-27  房间人数为 7
2019-03-28-00-32-42  房间人数为 7
2019-03-28-00-32-57  房间人数为 7
2019-03-28-00-33-12  房间人数为 7
2019-03-28-00-33-27  房间人数为 7
2019-03-28-00-33-42  房间人数为 7
2019-03-28-00-33-57  房间人数为 7
2019-03-28-00-33-59  喵桑造物 控制摄像头
2019-03-28-00-33-59  {"type":0,"barrage":"控制摄像头","nick":"喵桑造物","sid":"10313230","giftNum":0,"source":1,"optId":10}

2019-03-28-00-34-00  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"控制摄像头","addTime":"2019-03-28 00:34:00","control":0,"nick":"喵桑造物","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-03-28-00-34-12  房间人数为 7
2019-03-28-00-34-17  喵桑造物 抓取x1y1
2019-03-28-00-34-17  x1y1
2019-03-28-00-34-17  {"type":2,"barrage":"申请上机","nick":"喵桑造物","sid":"10313230","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-03-28-00-34-17  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-03-28 00:34:17","control":0,"nick":"喵桑造物","balance":0,"optId":30,"playOptId":0,"result":-1},"msg":"操作失败，余额不足"}

2019-03-28-00-34-17  
2019-03-28-00-34-18  Wawaji运行完成
2019-03-28-00-34-18  喵哩喵哩点砍木 #@喵桑造物用户余额不足
2019-03-28-00-34-27  房间人数为 7
2019-03-28-00-34-40  喵桑造物 画面2
2019-03-28-00-34-40  {"type":0,"barrage":"画面2","nick":"喵桑造物","sid":"10313230","giftNum":0,"source":1,"optId":10}

2019-03-28-00-34-40  client接收到：{"state":true,"result":"200","data":{"type":0,"barrage":"画面2","addTime":"2019-03-28 00:34:40","control":0,"nick":"喵桑造物","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"操作失败，余额不足"}

2019-03-28-00-34-40  
2019-03-28-00-34-41  喵哩喵哩点砍木 #用户余额不足
2019-03-28-00-34-42  房间人数为 7
2019-03-28-00-34-57  房间人数为 7
2019-03-28-00-35-12  房间人数为 7
2019-03-28-00-35-27  房间人数为 7
2019-03-28-00-35-42  房间人数为 7
2019-03-28-00-35-57  房间人数为 7
2019-03-28-00-36-12  房间人数为 7
2019-03-28-00-36-27  房间人数为 7
2019-03-28-00-36-42  房间人数为 7
2019-03-28-00-36-57  房间人数为 7
2019-03-28-00-37-12  房间人数为 7
2019-03-28-00-37-27  房间人数为 7
2019-03-28-00-37-42  房间人数为 7
2019-03-28-00-37-57  房间人数为 7
2019-03-28-00-38-12  房间人数为 7
2019-03-28-00-38-27  房间人数为 7
2019-03-28-00-38-42  房间人数为 7
2019-03-28-00-38-57  房间人数为 7
2019-03-28-00-39-12  房间人数为 7
2019-03-28-00-39-27  房间人数为 7
2019-03-28-00-39-42  房间人数为 7
2019-03-28-00-39-57  房间人数为 7
2019-03-28-00-40-12  房间人数为 7
2019-03-28-00-40-27  房间人数为 7
2019-03-28-00-40-42  房间人数为 7
2019-03-28-00-40-57  房间人数为 7
2019-03-28-00-41-12  房间人数为 7
2019-03-28-00-41-27  房间人数为 8
2019-03-28-00-41-42  房间人数为 8
2019-03-28-00-41-57  房间人数为 8
2019-03-28-00-42-12  房间人数为 8
2019-03-28-00-42-27  房间人数为 11
2019-03-28-00-42-42  房间人数为 11
2019-03-28-00-42-57  房间人数为 11
2019-03-28-00-43-12  房间人数为 11
2019-03-28-00-43-27  房间人数为 13
2019-03-28-00-43-42  房间人数为 13
2019-03-28-00-43-57  房间人数为 13
2019-03-28-00-44-12  房间人数为 13
2019-03-28-00-44-27  房间人数为 12
2019-03-28-00-44-42  房间人数为 12
2019-03-28-00-44-57  房间人数为 12
2019-03-28-00-45-12  房间人数为 12
