2019-04-17-00-00-00  次日数据更新
2019-04-17-00-00-08  房间人数为 8
2019-04-17-00-00-23  房间人数为 8
2019-04-17-00-00-38  房间人数为 8
2019-04-17-00-00-53  房间人数为 8
2019-04-17-00-01-08  房间人数为 8
2019-04-17-00-01-23  房间人数为 8
2019-04-17-00-01-38  房间人数为 8
2019-04-17-00-01-44  更新cookie
2019-04-17-00-01-53  房间人数为 8
2019-04-17-00-02-08  房间人数为 8
2019-04-17-00-02-23  房间人数为 8
2019-04-17-00-02-38  房间人数为 8
2019-04-17-00-02-53  房间人数为 8
2019-04-17-00-03-08  房间人数为 8
2019-04-17-00-03-23  房间人数为 8
2019-04-17-00-03-38  房间人数为 9
2019-04-17-00-03-53  房间人数为 9
2019-04-17-00-04-08  房间人数为 9
2019-04-17-00-04-23  房间人数为 9
2019-04-17-00-04-38  房间人数为 10
2019-04-17-00-04-53  房间人数为 10
2019-04-17-00-05-08  房间人数为 10
2019-04-17-00-05-23  房间人数为 10
2019-04-17-00-05-38  房间人数为 10
2019-04-17-00-05-53  房间人数为 10
2019-04-17-00-06-08  房间人数为 10
2019-04-17-00-06-23  房间人数为 10
2019-04-17-00-06-38  房间人数为 9
2019-04-17-00-06-53  房间人数为 9
2019-04-17-00-07-08  房间人数为 9
2019-04-17-00-07-23  房间人数为 9
2019-04-17-00-07-38  房间人数为 9
2019-04-17-00-07-53  房间人数为 9
2019-04-17-00-08-08  房间人数为 9
2019-04-17-00-08-23  房间人数为 9
2019-04-17-00-08-38  房间人数为 9
2019-04-17-00-08-53  房间人数为 9
2019-04-17-00-09-08  房间人数为 9
2019-04-17-00-09-23  房间人数为 9
2019-04-17-00-09-38  房间人数为 9
2019-04-17-00-09-53  房间人数为 9
2019-04-17-00-10-08  房间人数为 9
2019-04-17-00-10-23  房间人数为 9
2019-04-17-00-10-38  房间人数为 9
2019-04-17-00-10-53  房间人数为 9
2019-04-17-00-11-08  房间人数为 9
2019-04-17-00-11-23  房间人数为 9
2019-04-17-00-11-38  房间人数为 9
2019-04-17-00-11-46  中国共氢团送出辣条
2019-04-17-00-11-46  
2019-04-17-00-11-47  {"type":1,"barrage":"辣条","nick":"中国共氢团","sid":"350179598","giftNum":1,"source":1,"optId":20}

2019-04-17-00-11-47  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-17 00:11:47","control":0,"nick":"中国共氢团","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-17-00-11-47  礼物
2019-04-17-00-11-47  喵哩喵哩点砍木 #谢中国共氢团送出的辣条
2019-04-17-00-11-53  房间人数为 9
2019-04-17-00-12-08  房间人数为 9
2019-04-17-00-12-12  中国共氢团 抓x6y4
2019-04-17-00-12-12  x6y4
2019-04-17-00-12-12  {"type":2,"barrage":"申请上机","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-17-00-12-13  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-17 00:12:13","control":1,"nick":"中国共氢团","balance":0,"optId":30,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-13  Wawaji上机申请
2019-04-17-00-12-13  
2019-04-17-00-12-13  {"type":3,"barrage":"x6y4","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":31,"playOptId":4133969}

2019-04-17-00-12-13  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x6y4","addTime":"2019-04-17 00:12:13","control":1,"nick":"中国共氢团","balance":0,"optId":31,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-13  Wawaji运行完成
2019-04-17-00-12-13  {"type":4,"barrage":"x6y4","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":32,"playOptId":4133969}

2019-04-17-00-12-13  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:13","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-14  喵哩喵哩点砍木 #@中国共氢团正在抓取x6y4
2019-04-17-00-12-14  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:14","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-15  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:15","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-17  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:17","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-18  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:18","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-19  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:19","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-20  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:20","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-21  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:21","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-22  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:22","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-23  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:23","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-23  房间人数为 9
2019-04-17-00-12-24  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:24","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-25  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:25","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-26  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:26","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-27  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:27","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-28  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:28","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":-1},"msg":"成功"}

2019-04-17-00-12-29  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:12:29","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133969,"result":0},"msg":"成功"}

2019-04-17-00-12-29  Wawaji反馈完成
2019-04-17-00-12-30  
2019-04-17-00-12-30  Wawaji运行完成
2019-04-17-00-12-31  喵哩喵哩点砍木 #@中国共氢团未抓到娃娃，继续努力哟
2019-04-17-00-12-38  房间人数为 9
2019-04-17-00-12-53  房间人数为 9
2019-04-17-00-12-56  中国共氢团 我的余额
2019-04-17-00-12-56  娃
2019-04-17-00-12-56  {"type":0,"barrage":"我的余额","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":10}

2019-04-17-00-12-56  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-17 00:12:56","control":0,"nick":"中国共氢团","balance":0,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-17-00-12-56  
2019-04-17-00-12-57  喵哩喵哩点砍木 #@中国共氢团用户余额为0
2019-04-17-00-13-08  房间人数为 9
2019-04-17-00-13-23  房间人数为 9
2019-04-17-00-13-38  房间人数为 9
2019-04-17-00-13-53  房间人数为 9
2019-04-17-00-14-08  房间人数为 9
2019-04-17-00-14-23  房间人数为 9
2019-04-17-00-14-23  中国共氢团送出辣条
2019-04-17-00-14-23  
2019-04-17-00-14-24  {"type":1,"barrage":"辣条","nick":"中国共氢团","sid":"350179598","giftNum":1,"source":1,"optId":20}

2019-04-17-00-14-24  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-17 00:14:24","control":0,"nick":"中国共氢团","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-17-00-14-24  礼物
2019-04-17-00-14-24  喵哩喵哩点砍木 #谢中国共氢团送出的辣条
2019-04-17-00-14-29  中国共氢团 我的余额
2019-04-17-00-14-29  娃
2019-04-17-00-14-29  {"type":0,"barrage":"我的余额","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":10}

2019-04-17-00-14-29  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"我的余额","addTime":"2019-04-17 00:14:29","control":0,"nick":"中国共氢团","balance":100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-17-00-14-29  
2019-04-17-00-14-30  喵哩喵哩点砍木 #@中国共氢团用户余额为100
2019-04-17-00-14-38  房间人数为 9
2019-04-17-00-14-38  中国共氢团 抓x6y4
2019-04-17-00-14-38  x6y4
2019-04-17-00-14-38  {"type":2,"barrage":"申请上机","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-17-00-14-38  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-17 00:14:38","control":1,"nick":"中国共氢团","balance":0,"optId":30,"playOptId":4133972,"result":-1},"msg":"成功"}

2019-04-17-00-14-38  Wawaji上机申请
2019-04-17-00-14-39  
2019-04-17-00-14-39  {"type":3,"barrage":"x6y4","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":31,"playOptId":4133972}

2019-04-17-00-14-39  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x6y4","addTime":"2019-04-17 00:14:39","control":1,"nick":"中国共氢团","balance":0,"optId":31,"playOptId":4133972,"result":-1},"msg":"成功"}

2019-04-17-00-14-39  Wawaji运行完成
2019-04-17-00-14-39  {"type":4,"barrage":"x6y4","nick":"中国共氢团","sid":"350179598","giftNum":0,"source":1,"optId":32,"playOptId":4133972}

2019-04-17-00-14-39  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:14:39","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133972,"result":-1},"msg":"成功"}

2019-04-17-00-14-40  喵哩喵哩点砍木 #@中国共氢团正在抓取x6y4
2019-04-17-00-14-40  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x6y4","addTime":"2019-04-17 00:14:40","control":1,"nick":"中国共氢团","balance":0,"optId":32,"playOptId":4133972,"result":-1},"msg":"成功"}

