2019-04-11-00-00-00  次日数据更新
2019-04-11-00-00-01  房间人数为 11
2019-04-11-00-00-16  房间人数为 11
2019-04-11-00-00-31  房间人数为 11
2019-04-11-00-00-46  房间人数为 11
2019-04-11-00-00-55  娃娃星球 111
2019-04-11-00-00-55  娃
2019-04-11-00-00-55  {"type":0,"barrage":"111","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-11-00-00-55  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"111","addTime":"2019-04-11 00:00:55","control":0,"nick":"娃娃星球","balance":33100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-11-00-00-57  10799688025_bili 111
2019-04-11-00-00-57  娃
2019-04-11-00-00-57  {"type":0,"barrage":"111","nick":"10799688025_bili","sid":"399195091","giftNum":0,"source":1,"optId":10}

2019-04-11-00-00-58  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"111","addTime":"2019-04-11 00:00:58","control":0,"nick":"10799688025_bili","balance":64200,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-11-00-01-01  房间人数为 11
2019-04-11-00-01-16  更新cookie
2019-04-11-00-01-16  房间人数为 11
2019-04-11-00-01-31  房间人数为 11
2019-04-11-00-01-35  我shi养猫人 点歌 浪子回头
2019-04-11-00-01-35  娃
2019-04-11-00-01-35  {"type":0,"barrage":"点歌浪子回头","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-11-00-01-35  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌浪子回头","addTime":"2019-04-11 00:01:35","control":0,"nick":"我shi养猫人","balance":92300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-11-00-01-46  房间人数为 11
2019-04-11-00-02-01  房间人数为 11
2019-04-11-00-02-16  房间人数为 11
2019-04-11-00-02-31  房间人数为 11
2019-04-11-00-02-46  房间人数为 11
2019-04-11-00-03-01  房间人数为 11
2019-04-11-00-03-16  房间人数为 11
2019-04-11-00-03-31  房间人数为 11
2019-04-11-00-03-46  房间人数为 11
2019-04-11-00-04-01  房间人数为 11
2019-04-11-00-04-16  房间人数为 11
2019-04-11-00-04-31  房间人数为 11
2019-04-11-00-04-46  房间人数为 11
2019-04-11-00-05-01  房间人数为 11
2019-04-11-00-05-16  房间人数为 11
2019-04-11-00-05-31  房间人数为 11
2019-04-11-00-05-46  房间人数为 11
2019-04-11-00-06-01  房间人数为 11
2019-04-11-00-06-16  房间人数为 11
2019-04-11-00-06-31  房间人数为 11
2019-04-11-00-06-46  房间人数为 11
2019-04-11-00-07-01  房间人数为 11
2019-04-11-00-07-16  房间人数为 11
2019-04-11-00-07-31  房间人数为 11
2019-04-11-00-07-46  娃娃星球 6666
2019-04-11-00-07-46  娃
2019-04-11-00-07-46  {"type":0,"barrage":"6666","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-11-00-07-46  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6666","addTime":"2019-04-11 00:07:46","control":0,"nick":"娃娃星球","balance":33100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-11-00-07-46  房间人数为 11
2019-04-11-00-08-01  房间人数为 11
2019-04-11-00-08-16  房间人数为 11
2019-04-11-00-08-31  房间人数为 11
2019-04-11-00-08-33  娃娃星球 点歌 我曾
2019-04-11-00-08-33  娃
2019-04-11-00-08-33  {"type":0,"barrage":"点歌我曾","nick":"娃娃星球","sid":"411273260","giftNum":0,"source":1,"optId":10}

2019-04-11-00-08-33  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"点歌我曾","addTime":"2019-04-11 00:08:33","control":0,"nick":"娃娃星球","balance":33100,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-11-00-08-46  房间人数为 11
2019-04-11-00-09-01  房间人数为 11
2019-04-11-00-09-16  房间人数为 11
2019-04-11-00-09-31  房间人数为 11
2019-04-11-00-09-46  房间人数为 11
2019-04-11-00-10-01  房间人数为 11
2019-04-11-00-10-16  房间人数为 11
2019-04-11-00-10-31  房间人数为 11
2019-04-11-00-10-46  房间人数为 11
2019-04-11-00-11-01  房间人数为 11
2019-04-11-00-11-14  我shi养猫人 6
2019-04-11-00-11-14  娃
2019-04-11-00-11-14  {"type":0,"barrage":"6","nick":"我shi养猫人","sid":"411289911","giftNum":0,"source":1,"optId":10}

2019-04-11-00-11-14  client接收到：{"state":false,"result":"004","data":{"type":0,"barrage":"6","addTime":"2019-04-11 00:11:14","control":0,"nick":"我shi养猫人","balance":92300,"optId":10,"playOptId":0,"result":-1},"msg":"不存在相关指令"}

2019-04-11-00-11-16  房间人数为 11
2019-04-11-00-11-31  房间人数为 11
2019-04-11-00-11-46  房间人数为 11
2019-04-11-00-11-58  中二Azreal 抓x1y1
2019-04-11-00-11-58  x1y1
2019-04-11-00-11-58  {"type":2,"barrage":"申请上机","nick":"中二Azreal","sid":"11001139","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-11-00-11-58  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-11 00:11:58","control":0,"nick":"中二Azreal","balance":0,"optId":30,"playOptId":0,"result":-1},"msg":"操作失败，余额不足"}

2019-04-11-00-11-58  
2019-04-11-00-11-59  喵哩喵哩点砍木 #@中二Azreal余额不足，赠送任意
2019-04-11-00-12-00  Wawaji运行完成
2019-04-11-00-12-01  房间人数为 11
2019-04-11-00-12-14  中二Azreal送出辣条
2019-04-11-00-12-14  
2019-04-11-00-12-15  {"type":1,"barrage":"辣条","nick":"中二Azreal","sid":"11001139","giftNum":1,"source":1,"optId":20}

2019-04-11-00-12-15  client接收到：{"state":true,"result":"200","data":{"type":1,"barrage":"辣条","addTime":"2019-04-11 00:12:15","control":0,"nick":"中二Azreal","balance":100,"optId":20,"playOptId":0,"result":-1},"msg":"成功"}

2019-04-11-00-12-15  礼物
2019-04-11-00-12-15  喵哩喵哩点砍木 #谢中二Azreal送出的辣条
2019-04-11-00-12-16  房间人数为 11
2019-04-11-00-12-31  房间人数为 11
2019-04-11-00-12-46  房间人数为 11
2019-04-11-00-12-49  中二Azreal 抓x1y1
2019-04-11-00-12-49  x1y1
2019-04-11-00-12-49  {"type":2,"barrage":"申请上机","nick":"中二Azreal","sid":"11001139","giftNum":0,"source":1,"optId":30,"playOptId":0}

2019-04-11-00-12-49  client接收到：{"state":true,"result":"200","data":{"type":2,"barrage":"申请上机","addTime":"2019-04-11 00:12:49","control":1,"nick":"中二Azreal","balance":0,"optId":30,"playOptId":4110301,"result":-1},"msg":"成功"}

2019-04-11-00-12-49  Wawaji上机申请
2019-04-11-00-12-49  
2019-04-11-00-12-50  {"type":3,"barrage":"x1y1","nick":"中二Azreal","sid":"11001139","giftNum":0,"source":1,"optId":31,"playOptId":4110301}

2019-04-11-00-12-50  client接收到：{"state":true,"result":"200","data":{"type":3,"barrage":"x1y1","addTime":"2019-04-11 00:12:50","control":1,"nick":"中二Azreal","balance":0,"optId":31,"playOptId":4110301,"result":-1},"msg":"成功"}

2019-04-11-00-12-50  Wawaji运行完成
2019-04-11-00-12-50  {"type":4,"barrage":"x1y1","nick":"中二Azreal","sid":"11001139","giftNum":0,"source":1,"optId":32,"playOptId":4110301}

2019-04-11-00-12-50  client接收到：{"state":true,"result":"200","data":{"type":4,"barrage":"x1y1","addTime":"2019-04-11 00:12:50","control":1,"nick":"中二Azreal","balance":0,"optId":32,"playOptId":4110301,"result":-1},"msg":"成功"}

2019-04-11-00-12-50  喵哩喵哩点砍木 #@中二Azreal正在抓取x1y1
